,movieId,title,userId,rating,timestamp
962904,88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",4387,4.0,1445030719
963647,89090,Bill Cunningham New York (2011),4494,4.0,1406522644
965075,89862,Bellflower (2011),1572,4.0,1470335371
965644,90384,Behind Enemy Lines II: Axis of Evil (2006),6117,4.5,1382881734
966168,90630,Miss Representation (2011),878,3.5,1463328969
969257,91688,Salvation Boulevard (2011),9040,2.0,1349202338
969292,91873,Joyful Noise (2012),8990,4.5,1478084277
969322,91935,Albatross (2011),9040,4.5,1368133470
969323,91947,"Revenant, The (2009)",4387,3.0,1445030731
969481,92046,Contact High (2009),2144,4.5,1334606642
970366,92674,Janie Jones (2010),9040,4.5,1328100069
970404,92760,"Atomic Brain, The (1963)",8269,1.5,1342895842
970434,93008,"Very Potter Sequel, A (2010)",10588,2.5,1457203406
970454,93114,Ro.Go.Pa.G. (1963),8985,3.0,1441737732
970458,93139,Mega Shark vs. Crocosaurus (2010),8849,0.5,1480131397
970558,93320,Trailer Park Boys (1999),7107,3.0,1345132786
970976,93610,Space Battleship Yamato (2010),4387,3.5,1445030751
971813,94661,Rocket Singh: Salesman of the Year (2009),8614,3.5,1378761009
971889,94735,Walking with Monsters (2005),5515,4.0,1454881315
972413,94919,Inhale (2010),8667,3.5,1341477056
973057,95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),4916,3.0,1441779102
973474,95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),4916,3.0,1441676450
973475,95508,Cleanskin (2012),9817,4.0,1341567274
973700,95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),4916,3.0,1441750668
973806,95624,"Firm, The (2009)",567,2.0,1490189816
973839,95690,Some Guy Who Kills People (2011),231,2.5,1361814930
973840,95717,Treasure Island (2012),8401,3.5,1346018959
973905,95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),4916,3.0,1441763859
973906,95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),4916,3.0,1441768806
974099,95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),4916,3.0,1441636364
974619,96471,Prime Suspect 3 (1993),8659,3.0,1346638959
974670,96530,Conception (2011),1380,3.0,1375456312
974835,96608,Runaway Brain (1995) ,4276,4.0,1492993875
975905,97168,Marley (2012),9717,4.0,1431395492
976444,97470,Catch .44 (2011),930,2.5,1463606399
976464,97742,Alex Cross (2012),2191,2.5,1462644085
977623,98061,Himizu (2011),674,4.5,1473552486
978005,98499,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",6455,4.0,1431233578
978006,98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),8667,3.5,1355471368
978041,98633,My Lucky Stars (Fuk sing go jiu) (1985),7386,3.5,1381770001
978042,98697,"Money Money Money (L'aventure, c'est l'aventure) (1972)",5523,3.5,1431340114
978414,98908,How to Make Love to a Woman (2010),567,1.0,1490189814
979572,99532,"Misérables, Les (2000)",5515,3.5,1454879782
979584,99638,Fish Story (Fisshu sutôrî) (2009),8667,4.0,1358326430
979736,99992,Shadow Dancer (2012),2639,4.5,1379277439
979821,100194,Jim Jefferies: Fully Functional (EPIX) (2012),4387,4.0,1445030856
980205,101074,"Legend of Sleepy Hollow, The (1949)",10132,3.5,1476705377
980530,101531,Phil Spector (2013),3140,3.0,1368393740
980603,101765,"Perfect Plan, A (Plan parfait, Un) (2012)",1926,5.0,1416676978
980825,102025,Yongary: Monster from the Deep (1967),741,2.5,1494991031
981775,102602,Mimino (1977),7977,4.0,1493480098
981989,102735,Captain America (1979),8659,3.0,1370551914
982031,102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),3761,5.0,1443176842
982731,103171,Schlussmacher (2013),2531,3.5,1391346630
982740,103219,Maniac (2012),10086,3.0,1377268904
983783,103602,Craig Ferguson: I'm Here To Help (2013),5953,2.0,1432706268
983802,103609,Class Act (1992),10296,2.0,1381838510
984142,103819,Coffee Town (2013),4387,3.5,1445030776
984930,104760,Getaway (2013),2531,1.5,1391346477
984931,104780,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",1104,4.0,1500467766
985716,105020,Collision Course (1989),4916,3.5,1467519737
986095,105540,"All Dogs Christmas Carol, An (1998)",10132,4.0,1476705891
986198,105746,UnHung Hero (2013),4294,3.5,1401178948
986205,105801,Escape From Tomorrow (2013),10250,0.5,1495372940
988459,106839,Mandela: Long Walk to Freedom (2013),7155,3.5,1468456819
989377,107462,Ninja: Shadow of a Tear (2013),9123,3.0,1415626625
989388,107723,Highlander: The Search for Vengeance (2007),5829,3.5,1474742205
989418,107780,Cats (1998),4219,4.0,1415387068
989424,107962,Freezer (2014),9123,3.0,1415626609
990087,109183,Date and Switch (2014),6950,2.5,1436973506
990118,109282,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),741,3.5,1392753438
990122,109317,Someone Marry Barry (2014),4387,3.0,1445030760
991502,109971,Ocho apellidos vascos (2014),3316,4.0,1461103269
991819,110281,King of Comedy (Hei kek ji wong) (1999),3930,4.0,1447866051
991843,110330,Me and you (io e te) (2012),837,4.0,1501765670
991844,110350,Free to Play (2014),9982,3.0,1472382269
992116,110746,Hatchet III (2013),4540,3.0,1406755566
992256,111146,Alpha and Omega 3: The Great Wolf Games (2014),9717,1.0,1455066567
992257,111320,Mom's Night Out (2014),4387,3.0,1445030768
993085,111680,At Middleton (2013),5396,3.0,1445775223
993683,111817,Jimi: All Is by My Side (2013),9717,2.0,1435370124
993684,111913,Lilting (2014),9179,5.0,1500483585
994494,112326,Nick Fury: Agent of S.H.I.E.L.D. (1998),567,1.0,1490189825
996252,113186,Felony (2013),4387,3.0,1445030854
996908,114335,La cravate (1957),3803,4.0,1450666793
998742,115819,Mr Hublot (2013),5829,3.5,1452874657
998762,116169,Reign of Assassins (2010),8667,4.0,1420400820
998766,116413,Life Partners (2014),6407,4.0,1452250081
999320,116817,Rudderless (2014),7287,3.5,1499083392
999609,116963,Ski School (1991),8667,3.0,1419483553
999654,117133,Painted Skin (2008),4387,3.5,1445030750
999890,117511,Hello Ladies: The Movie (2014),10296,3.5,1447773201
1000072,117531,Watermark (2014),5641,3.0,1477779478
1000134,117572,Hit by Lightning (2014),4387,2.5,1450559596
1000544,118814,Playing It Cool (2014),836,3.5,1466046601
1000566,118894,Scooby-Doo! Abracadabra-Doo (2010),10655,2.5,1498577646
1001115,119167,Paradox (2010),10089,4.5,1499022512
1001131,119714,Corner Gas: The Movie (2014),9837,4.5,1432763125
1001132,119964,A Merry Friggin' Christmas (2014),4387,2.5,1445030844
1001376,120813,Patton Oswalt: My Weakness Is Strong (2009),4485,3.5,1435474759
1001377,120827,The Hound of the Baskervilles (1988),10573,3.0,1422177099
1001380,121035,Houdini (2014),924,3.0,1449952017
1001384,121129,The Hungover Games (2014),4916,3.0,1435581222
1001458,121781,Stuart Little 3: Call of the Wild (2005),10132,3.0,1476705983
1001459,122092,Guy X (2005),4916,3.0,1435466309
1003759,123200,Jim Jefferies: I Swear to God (2009),4387,3.5,1445030856
1003765,124273,Kevin Smith: Too Fat For 40 (2010),5953,2.0,1432706278
1003766,124853,Why Man Creates (1968),9717,3.0,1421436904
1003774,125221,The Beast of Hollow Mountain (1956),741,3.0,1494103246
1003846,126420,American Heist (2015),9284,2.5,1445342011
1004048,127132,Zipper (2015),313,1.0,1447076373
1004092,127180,"Story of Film: An Odyssey, The (2011)",1846,4.5,1484861963
1004093,127194,The D Train (2015),8622,3.0,1453332680
1004172,127204,The Overnight (2015),10250,3.0,1495803924
1004421,128594,Boy Meets Girl (2015),6663,4.0,1445647832
1004443,128832,The Last Five Years (2014),741,2.0,1440202960
1004477,128914,Tom Segura: Completely Normal (2014),5346,4.0,1484612552
1004495,128991,Johnny Express (2014),4086,4.5,1431247341
1004498,129229,Northmen - A Viking Saga (2014),2325,3.0,1438871054
1004632,130050,Digging Up the Marrow (2014),8056,2.5,1486368522
1004688,130444,Ruby Red (2013),4154,2.5,1494364479
1004977,131130,Tom and Jerry: A Nutcracker Tale (2007),10655,2.0,1498577787
1004983,131480,Poker Night (2014),4387,2.5,1445030848
1004984,131578,Reckless Kelly (1994),1846,2.5,1488049900
1005060,131826,Iliza Shlesinger: Freezing Hot (2015),5953,3.0,1432706258
1005128,132335,Breathe (2014),5565,3.5,1500661202
1005129,132362,Patlabor 2: The Movie (1993),7040,3.0,1446507160
1005140,132454,Girltrash: All Night Long (2014),7341,5.0,1470998355
1005141,132496,Danny Collins (2015),9040,3.5,1438198021
1005142,132584,The Even Stevens Movie (2003),4916,3.5,1435454834
1005143,132618,Kite (2014),10250,3.0,1492546801
1005413,134041,Afonya (1975),7977,2.5,1493479894
1005414,134109,Radio Day (2008),1104,4.5,1496993780
1005999,134334,Phir Hera Pheri (2006),4345,3.0,1437492486
1007167,135787,Bruce Lee: A Warrior's Journey (2000),9983,4.5,1498049092
1007301,135937,The Silence of the Hams (1994),4916,2.5,1435460697
1007302,136012,Bloodsport III (1996),4916,2.5,1435519267
1007480,136297,Mortal Kombat: The Journey Begins (1995),4916,2.5,1435597565
1007484,136355,Big Top Scooby-Doo! (2012),10132,3.0,1476705419
1007485,136359,Scooby-Doo Goes Hollywood (1979),4916,2.5,1436147271
1007514,136503,Tom and Jerry: Shiver Me Whiskers (2006),10655,2.5,1498577792
1007515,136556,Kung Fu Panda: Secrets of the Masters (2011),10132,3.5,1476705966
1007601,136666,Search Party (2014),5771,4.5,1468487258
1007606,136834,The Eye: Infinity (2005),4387,2.0,1445030790
1007729,137345,That Demon Within (2014),4387,3.0,1445030790
1007730,137517,Carnival Magic (1981),741,2.0,1494991059
1007945,138632,Tokyo Tribe (2014),3803,3.0,1451586906
1008197,139511,Exte: Hair Extensions (2007),10296,3.5,1447775301
1008375,139857,Colonia (2016),7457,3.0,1486906244
1008379,139915,How to Make Love Like an Englishman (2014),1243,4.0,1465862232
1008705,140525,Secret in Their Eyes (2015),1505,1.5,1450040279
1008706,140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),4485,4.0,1478831814
1008932,141810,Autumn Marathon (1979),7977,3.0,1493490172
1008939,141830,Unbelievable Adventures of Italians in Russia (1974),1104,3.0,1498649368
1008945,141846,Steve Jobs: The Man in the Machine (2015),8322,3.5,1446731653
1008995,142056,Iron Man & Hulk: Heroes United (2013),5346,3.0,1483581242
1009361,143031,Jump In! (2007),8990,4.5,1476988855
1009382,143255,Narcopolis (2014),9833,0.5,1444987801
1009383,143257,Ashby (2015),4387,3.5,1447203789
1009599,144222,Bros Before Hos (2013),924,3.5,1450032294
1009604,144478,"Sex, Drugs & Taxation (2013)",924,3.5,1449950894
1009605,144522,Sky High (2003),4387,3.5,1445082056
1009627,144714,The Perfect Guy (2015),1181,2.0,1451636571
1009707,145951,Bloodsport: The Dark Kumite (1999),4916,2.5,1446494127
1009708,145994,Formula of Love (1984),1104,2.0,1495441829
1009709,146024,A Man from Boulevard des Capucines (1987),7977,3.0,1493480747
1009719,146244,Dil To Pagal Hai (1997),9430,2.5,1491298426
1009796,147142,Those Happy Days (2006),1872,5.0,1492283296
1010147,148675,North Pole: Open For Christmas (2015),4387,3.0,1451267468
1010148,148775,Wizards of Waverly Place: The Movie (2009),8990,4.5,1476121069
1010200,149144,Parasyte: Part 1 (2014),10616,0.5,1458442366
1010264,149380,'Tis the Season for Love (2015),4387,2.5,1451162450
1010326,149902,Garm Wars: The Last Druid (2014),7040,2.0,1487921377
1010436,151311,Wiener-Dog (2016),825,3.5,1477048018
1010462,151501,Exposed (2016),1243,3.5,1464824462
1010463,151557,Stonewall (2015),4294,4.0,1460971305
1010485,151745,Reptilicus (1961),741,2.5,1494103324
1010958,153070,Rabbits (2002),10595,1.0,1463661348
1010959,153236,Genius Party (2007),5983,4.0,1489916157
1010960,153386,Long Live Ghosts! (1977),8761,4.0,1500367633
1011098,156553,Zoom (2015),5829,4.5,1473491155
1011164,156781,Jimmy Carr: Telling Jokes (2009),933,5.0,1494770703
1011167,157108,Texas - Doc Snyder hält die Welt in Atem (1993),2144,3.5,1479230796
1011183,157172,Wizards of the Lost Kingdom II (1989),741,3.0,1494990452
1011332,157865,Ratchet & Clank (2016),4154,2.0,1494357903
1011408,158388,Buck Rogers in the 25th Century (1979),2520,3.5,1462657002
1011409,158402,The Crew (2016),1104,4.0,1495441844
1011920,160422,The Wooden Horse (1950),4323,3.5,1466882436
1012068,160684,Marauders (2016),4387,3.0,1469739963
1012403,162344,Tom Segura: Mostly Stories (2016),5346,4.0,1484098264
1012677,162982,Steins;Gate the Movie: The Burden of Déjà vu (2013),3937,5.0,1476776859
1012993,164375,All Roads Lead to Rome (2016),10383,2.5,1494866085
1012999,164647,Dirty 30 (2016),4916,3.5,1487206945
1013078,164917,13th (2016),9982,4.5,1480208291
1013107,165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),3041,2.5,1479247028
1013217,166291,A Silent Voice (2016),457,4.0,1500256001
1013293,166526,The Space Between Us (2016),4661,3.0,1495654203
1013469,166568,Miss Sloane (2016),2489,4.5,1488664532
1013677,167634,Fist Fight (2017),4323,2.0,1487986136
1013678,167732,A Street Cat Named Bob (2016),5641,3.5,1492201165
1013697,167772,The Spirit of Christmas (1995),5346,4.5,1483581682
1013698,167854,"Dana Carvey: Straight White Male, 60 (2016)",1709,3.0,1499127281
1013701,168144,Joe Rogan: Live (2006),5346,4.0,1484612635
1013702,168174,Jim Gaffigan: Cinco (2017),273,3.5,1488025507
1013927,168350,100 Streets (2016),8879,4.0,1485681352
1014010,169904,Guyver: Dark Hero (1994),4916,3.0,1491709898
1014037,169992,Free Fire (2017),7287,4.0,1498492731
1014038,170289,Species III (2004),4916,3.0,1490116227
1014039,170297,Ultimate Avengers 2 (2006),4916,4.0,1490116528
1014049,170401,Table 19 (2017),5235,3.0,1496031953
1014095,170907,Betting on Zero (2016),5829,3.0,1492344746
1014096,170937,Win It All (2017),10250,3.5,1492385267
1014105,171631,Maria Bamford: Old Baby,741,3.5,1496107590
1014106,171759,The Beguiled (2017),4323,3.0,1501085592
1014127,172013,Stefan Zweig: Farewell to Europe (2016),3316,3.0,1494353913
1014128,172321,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),1709,4.0,1499385802
1014133,172577,Last Year's Snow Was Falling (1983),1104,3.5,1500469693
1014134,172583,Investigation Held by Kolobki (1986),1104,4.5,1500469569
1014135,172585,Karlson Returns (1970),1104,3.0,1498649383
1014136,172587,Vacations in Prostokvashino (1980),1104,4.5,1498649385
1014137,172589,Winter in Prostokvashino (1984),1104,4.5,1498653842
1014138,172637,Priklyucheniya Kapitana Vrungelya (1979),1104,3.5,1495015289
1014139,172705,Tickling Giants (2017),9982,4.0,1497479216
1014140,172825,Adventures of Mowgli: The Kidnapping (1968),1104,5.0,1500469720
1014141,172887,Kid's Story (2003),1709,4.0,1499385951
1014142,172909,Cheburashka (1971),1104,3.5,1500469702
1014158,173351,Wow! A Talking Fish! (1983),1104,4.5,1496993686
1014159,173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),4760,4.0,1499172257
1014163,173963,Empties (2007),8761,3.5,1500367632
1014164,174053,Black Mirror: White Christmas (2014),2208,4.0,1501629603
1014180,174815,The House (2017),8131,1.5,1501020724
1014181,175197,The Dark Tower (2017),6410,0.5,1501275521
